filename,category,model,description,latency_seconds,tokens_used,success,error,timestamp
StardewValley_StardewValleyFair_Festival.png,gaming,Gemini,"This is a vibrant, top-down pixel art image showing a bustling outdoor autumn festival. Numerous diverse characters wander amongst red and white striped tents, where vendors sell goods like produce and fish. The festive scene features a ""Stardrop Saloon"" building, a large spinner game, and trees with colorful orange and brown fall foliage.",3.8452878,,TRUE,,2025-11-22T14:28:04.822376
StardewValley_StardewValleyFair_Festival.png,gaming,Claude,"This image depicts a scene from the video game Stardew Valley, showing a busy town square with several white and red striped tents. Multiple pixelated characters are standing around a central circular platform, with wooden barrels, trees with autumn-colored leaves, and a saloon building in the background. The scene is filled with various interactive booths and characters, giving a lively, festive atmosphere typical of the game's charming pixel art style.",3.282706976,,TRUE,,2025-11-22T15:01:38.358524
StardewValley_TownSquare_VillageCenter.png,gaming,GPT-4V,"The image shows a colorful, pixelated village scene from a video game. It features a central cobblestone plaza with paths leading to several buildings, including a saloon and homes with red or blue roofs. The area is surrounded by lush green grass, trees, and flowers, creating a vibrant and inviting atmosphere.",2.653342962,1189,TRUE,,2025-11-22T14:28:11.622987
StardewValley_TownSquare_VillageCenter.png,gaming,Gemini,"This is a colorful, pixel-art overhead view of a lively village, likely from a farming simulation video game like Stardew Valley. Green grassy areas are crisscrossed by winding stone paths, connecting various buildings like a blue house, a brick-red saloon, and a church. A small character stands on a path near a flower pot, amidst numerous trees, bushes, and fences, suggesting a peaceful, bustling town environment.",3.498856306,,TRUE,,2025-11-22T14:28:16.125396
StardewValley_TownSquare_VillageCenter.png,gaming,Claude,"This image shows a pixel-art style farm layout from the game Stardew Valley, with several wooden houses of different colors, surrounded by lush green trees, yellow paths, and small fenced areas. The scene is viewed from a top-down perspective and includes a central cobblestone plaza, various buildings like a ""Stardew Saloon"", and a vibrant purple tree in the foreground near a water's edge. The landscape is meticulously detailed, with a toolbar at the bottom and a time/energy display in the top right corner, typical of the game's interface.",4.107249022,,TRUE,,2025-11-22T15:01:43.480296
StardewValley_Winter_IceFishingContest.png,gaming,GPT-4V,"The image is a screenshot from a video game that shows four characters fishing by a river. The scene is colorful, with green grass and a clear blue river. There are various game icons and a menu on the left side, along with a display showing the date ""Sat. 20"" and time ""1:00 pm"" at the top right corner, along with a counter reading ""10,250.""",2.627802134,528,TRUE,,2025-11-22T14:28:22.628399
StardewValley_Winter_IceFishingContest.png,gaming,Gemini,"This pixel-art screenshot from a video game depicts a vibrant outdoor scene with a clear blue river winding through a lush green landscape and sandy path. Several small, pixelated characters are lined up along the riverbank, actively fishing with their rods cast into the water. In the upper right corner, a game interface shows ""Sat. 20"", ""1:00 pm"", and a gold total of ""10250"".",3.854406834,,TRUE,,2025-11-22T14:28:27.492014
StardewValley_Winter_IceFishingContest.png,gaming,Claude,"This image is a screenshot from the popular farming simulation game Stardew Valley, showing a pixelated scene of characters fishing along a riverbank on a Saturday afternoon at 1:00 PM. The landscape is rendered in vibrant green and orange colors, with multiple characters standing on an orange path beside a blue water area, each holding fishing rods. The game's user interface is visible, displaying the date, time, and various inventory and tool icons around the edges of the screen.",3.782929897,,TRUE,,2025-11-22T15:01:48.290747
four_in_a_row-opp_move_1.png,gaming,GPT-4V,"The image shows a Connect Four game board. It consists of a grid with six columns and five rows of empty dark spots. In the bottom right corner, there are two colored discs: a red disc on top of a green disc.",1.681729078,833,TRUE,,2025-11-22T14:28:32.971856
four_in_a_row-opp_move_1.png,gaming,Gemini,"This image shows a grid of 42 dark circular holes, arranged in 6 rows and 7 columns, on a slightly darker blue game board, similar to a Connect Four setup. Most of the holes are empty, appearing as dark circles on the background.

However, in the fourth column from the left, two brightly colored game pieces stand out at the very bottom. A reddish-pink piece with a small white dot in its center rests directly above a teal green piece.",3.952281952,,TRUE,,2025-11-22T14:28:37.932484
four_in_a_row-opp_move_1.png,gaming,Claude,"This image appears to be a grid of 49 dark-colored circles arranged in a 7x7 pattern on a dark background. The grid has two colored circles that stand out: a pink/coral-colored circle in the middle of the grid, and a mint green-colored circle directly below it, while all other circles are a uniform dark color.",2.661489964,,TRUE,,2025-11-22T14:28:41.612283
four_in_a_row-opp_move_4.png,gaming,GPT-4V,"The image shows a Connect Four game board with a pattern of circular discs. There are two colors of discs in play: pink and teal. The pink discs form a diagonal line, while the teal discs form a vertical line next to it.",1.8834548,834,TRUE,,2025-11-22T14:28:45.517986
four_in_a_row-opp_move_4.png,gaming,Gemini,"The image shows a dark blue-gray game board, similar to Connect Four, featuring an 8x6 grid of empty circular slots. In the bottom-middle, a cluster of coral pink and teal game pieces includes a vertical stack of three pink disks, with the topmost pink disk highlighted by a small white dot.",14.7580359,,TRUE,,2025-11-22T14:29:01.282854
four_in_a_row-opp_move_4.png,gaming,Claude,"This image depicts a grid of 49 circular dots arranged in a 7x7 pattern, with most dots colored dark blue-gray. However, there are several colored dots in a specific arrangement: some pink and some green, forming a small asymmetrical cluster near the center of the grid. The pink and green dots stand out vividly against the dark background, creating a visually interesting contrast.",3.078028202,,TRUE,,2025-11-22T14:29:05.381524
four_in_a_row-opp_won.png,gaming,GPT-4V,"This image shows a Connect Four game grid with some pieces placed at the bottom. There are five pink discs, each with a green star, aligned in a row horizontally. On the far right, there are two green discs stacked vertically.",1.972840071,833,TRUE,,2025-11-22T14:29:09.377480
four_in_a_row-opp_won.png,gaming,Gemini,"This image displays a 7x6 grid game board, similar to Connect Four, with many dark, empty circular slots. The bottom row features four pink pieces, each marked with a teal star, followed by three solid teal pieces filling the rest of the row. The second row from the bottom contains a single solid pink piece in the third column and a single solid teal piece in the seventh column, illustrating pieces placed during gameplay.",5.332231045,,TRUE,,2025-11-22T14:29:15.717846
four_in_a_row-opp_won.png,gaming,Claude,"This image appears to be a grid of 49 circular dots arranged in 7 rows and 7 columns, mostly colored in dark navy blue. Among these, there are a few colored dots - 2 pink dots in different rows, 1 green dot on the bottom right, and 4 pink dots with star icons at the bottom left of the grid, creating a visual pattern or game-like interface against the dark background.",3.506001949,,TRUE,,2025-11-22T14:29:20.243847
tic_tac_toe-opp_move_1.png,gaming,GPT-4V,"This is an image of a tic-tac-toe grid marked with an ""O"" in the top center and an ""X"" in the bottom right. The other squares in the 3x3 grid are empty. The grid is composed of white lines on a black background.",2.776122093,843,TRUE,,2025-11-22T14:29:25.042627
tic_tac_toe-opp_move_1.png,gaming,Gemini,"The image shows a Tic-Tac-Toe game board with a black background and white lines. Two horizontal and two vertical lines create a 3x3 grid of nine squares. A white circle (O) occupies the center square, and a white cross (X) is placed in the bottom-right square.",2.470057011,,TRUE,,2025-11-22T14:29:28.521037
tic_tac_toe-opp_move_1.png,gaming,Claude,"This is an image of a tic-tac-toe game board, drawn with white lines on a black background. The grid is a 3x3 square, and in this particular game state, a white ""O"" is placed in the center square, while a white ""X"" is positioned in the bottom right square. The rest of the squares are currently empty.",2.577858925,,TRUE,,2025-11-22T14:29:32.122863
tic_tac_toe-opp_move_2.png,gaming,GPT-4V,"This image shows a tic-tac-toe game with a 3x3 grid. There are two circles in the top center and bottom left spaces, while two Xs occupy the top right and center right squares. The remaining squares are empty.",2.772815228,836,TRUE,,2025-11-22T14:29:36.918698
tic_tac_toe-opp_move_2.png,gaming,Gemini,"This image displays a Tic-Tac-Toe game board with white lines and symbols on a black background. The 3x3 grid features white 'O's and 'X's placed in various squares. Reading across the rows from top to bottom: the first row is empty, O, X; the second row is empty, O, X; and the third row is O, X, X.",5.852571249,,TRUE,,2025-11-22T14:29:43.778186
tic_tac_toe-opp_move_2.png,gaming,Claude,"This image is a tic-tac-toe game board with a 3x3 grid, drawn in white lines on a black background. The game is in progress, with ""O"" and ""X"" symbols placed in different squares, indicating that players have been taking turns. The board shows multiple marked squares, suggesting the game is not yet complete.",2.771692991,,TRUE,,2025-11-22T14:29:47.567974
tic_tac_toe-user_won.png,gaming,GPT-4V,"This is a tic-tac-toe grid with three rows and three columns. The spaces contain two O's, one in the left column of the middle and bottom rows, and three X's, with two in the right column of the middle and bottom rows, and one in the top right corner. The X's form a vertical winning line on the right.",2.177517176,859,TRUE,,2025-11-22T14:29:51.767750
tic_tac_toe-user_won.png,gaming,Gemini,"This image displays a partially played Tic-Tac-Toe game on a black background, featuring a white grid forming nine squares. The entire rightmost column is filled with three white 'X' marks. There are also two gray 'O' marks: one in the center square and the other in the bottom-left square.",3.389915943,,TRUE,,2025-11-22T14:29:56.166018
tic_tac_toe-user_won.png,gaming,Claude,"This image shows a Tic-Tac-Toe game board, drawn with white lines on a black background. The grid contains three gray ""O"" symbols in different squares and three white ""X"" symbols on the right side of the board, with some squares still empty. The game appears to be in progress, with both players having made several moves.",2.671245098,,TRUE,,2025-11-22T14:29:59.855834
INDOOR_Navigation_AccessibilityRamp_EntryDoor_BrickFacade.jpg,indoor,GPT-4V,"The image shows a white door with two round doorknobs set within a red brick wall. There is a black, textured mat sloping up to the door, placed over gray paving stones. This setup suggests an accessible entrance, possibly designed for wheelchair use.",1.773710251,839,TRUE,,2025-11-22T14:30:03.650575
INDOOR_Navigation_AccessibilityRamp_EntryDoor_BrickFacade.jpg,indoor,Gemini,"This image shows the accessible entrance to a building. A white door is centered in a red brick wall, and extending directly from its threshold is a wide, black rubber ramp with a textured surface for traction. The ramp gently slopes down to meet grey stone pavers, providing easy access into the doorway.",2.667716026,,TRUE,,2025-11-22T14:30:07.326191
INDOOR_Navigation_AccessibilityRamp_EntryDoor_BrickFacade.jpg,indoor,Claude,"The image shows a white door set within a red brick wall. In front of the door is a large, rectangular black rubber mat with a textured surface, sitting on light-colored stone or concrete tiles. The mat appears to be a standard doormat, positioned directly in front of the door's entrance.",2.778958797,,TRUE,,2025-11-22T15:01:52.082212
INDOOR_Navigation_ArchwayEntrance_Staircase_Wayfinding.jpg,indoor,GPT-4V,"The image shows a cozy interior of a home's entrance with polished wooden floors leading to a staircase. The staircase has white railings and wooden steps, with a small antique cabinet and a tall potted plant nearby. There's a built-in white cabinet with glass doors displaying a few decorative items on the right, and the walls are painted a soft beige.",2.451583862,1195,TRUE,,2025-11-22T14:30:13.886886
INDOOR_Navigation_ArchwayEntrance_Staircase_Wayfinding.jpg,indoor,Gemini,"This is a bright home interior featuring light wood floors and walls painted in soft sage green and beige. An elegant staircase with white railings and dark wood steps ascends from the left, while to the right, an arched doorway frames a built-in white cabinet with glass display shelves holding decorative items, adding a refined touch to the space.",5.846537113,,TRUE,,2025-11-22T14:30:20.745443
INDOOR_Navigation_ArchwayEntrance_Staircase_Wayfinding.jpg,indoor,Claude,"This image depicts an elegant home interior featuring a white staircase with wooden treads leading up to a second floor, set against a soft green-gray wall. To the left of the stairs, there's a vintage wooden cabinet and a potted plant, while on the right side, a white built-in display cabinet with glass shelves adds a touch of sophistication. The space has a warm, inviting feel with hardwood floors, an arched entryway, and soft neutral colors that create a sense of calm and refinement.",3.998524904,,TRUE,,2025-11-22T15:01:57.097705
INDOOR_Navigation_BlindManWithCane_TactileSignage_Hallway.jpg,indoor,GPT-4V,"A man is walking down a carpeted hallway with a cane in his right hand, suggesting he might have impaired vision. He is wearing a blue shirt and dark pants, and appears to be smiling or content. The hallway has cream-colored walls with some signage, and a door is visible on the right side.",2.358673811,848,TRUE,,2025-11-22T14:30:26.825044
INDOOR_Navigation_BlindManWithCane_TactileSignage_Hallway.jpg,indoor,Gemini,"A smiling man with a beard, wearing a blue shirt and jeans, walks directly towards the viewer in a well-lit, carpeted hallway. He holds a white cane in his left hand and a small black device raised in his right, pointing it towards a colorful circular pattern mounted on the cream-colored wall to his right.",6.015210152,,TRUE,,2025-11-22T14:30:33.847616
INDOOR_Navigation_BlindManWithCane_TactileSignage_Hallway.jpg,indoor,Claude,"A person is walking down a well-lit office hallway with blue carpeting and white walls. He is holding a long white cane, typically used by individuals with visual impairments for navigation, and appears to be smiling and confident as he walks. A green exit sign is visible at the end of the hallway, and there's a company logo or sign mounted on the wall to the right.",2.886880159,,TRUE,,2025-11-22T15:02:00.999454
INDOOR_Navigation_CurvingStaircase_FoyerAccess_HardwoodFloor.jpg,indoor,GPT-4V,"The image shows a bright, spacious entryway with a curved staircase leading to an upper floor. The steps are white with dark wooden railings, and the floors are polished hardwood. The space is decorated with framed artwork on the walls and a small wooden table holding a vase of flowers.",2.284455299,333,TRUE,,2025-11-22T14:30:40.201405
INDOOR_Navigation_CurvingStaircase_FoyerAccess_HardwoodFloor.jpg,indoor,Gemini,"This is a spacious and bright home entryway with warm, light-colored hardwood floors. To your left, a prominent staircase with white risers and dark wood treads curves gracefully upwards, featuring a matching dark wood handrail and white balusters. On the right, an entryway table holds a vase of flowers beneath a large mirror, with an open archway leading further into the home straight ahead.",7.081106901,,TRUE,,2025-11-22T14:30:48.290626
INDOOR_Navigation_CurvingStaircase_FoyerAccess_HardwoodFloor.jpg,indoor,Claude,"This is an interior hallway and staircase area with warm, neutral tones. Hardwood floors extend throughout the space, leading to a classic white staircase with dark wooden handrails that curves upward to the second floor. The walls are painted in soft gray and beige colors, and there's a small round side table with a decorative vase near the base of the stairs, creating an inviting and elegant entryway.",3.182427168,,TRUE,,2025-11-22T14:30:52.488391
INDOOR_Navigation_ElevatorLobby_LongHallway_MarbleFlooring.jpg,indoor,GPT-4V,"The image shows a clean and modern hallway with a shiny, polished floor featuring parallel lines leading down its length. There are several elevator doors on each side with decorative light fixtures hanging from the ceiling. The walls are lined with a light-colored paneling on the lower half, adding to the sleek and professional appearance.",2.282519102,338,TRUE,,2025-11-22T14:30:56.793048
INDOOR_Navigation_ElevatorLobby_LongHallway_MarbleFlooring.jpg,indoor,Gemini,"This image depicts a long, elegant hallway with a highly polished, light-colored terrazzo floor featuring darker parallel stripes that recede into the distance. The lower walls are paneled in light marble, topped with textured grey wallpaper, with prominent elevator doors visible on both sides in the foreground. Overhead, a series of large, decorative bowl-shaped pendant lights brightly illuminate the space, casting reflections on the shiny floor.",5.409857988,,TRUE,,2025-11-22T14:31:03.210874
INDOOR_Navigation_ElevatorLobby_LongHallway_MarbleFlooring.jpg,indoor,Claude,"This image depicts a clean, modern hallway with polished marble or terrazzo flooring featuring geometric line patterns. Large white dome-shaped light fixtures hang from a white ceiling, casting a soft light over the corridor. The hallway is lined with multiple doors on both sides, with neutral beige and gray walls, and an illuminated red exit sign is visible at the far end.",2.517070055,,TRUE,,2025-11-22T15:02:04.536628
INDOOR_Navigation_LivingRoom_HallwayEntrance_MAINSTSign.jpg,indoor,GPT-4V,"The image shows a bright and spacious living room with a mix of modern and rustic decor. There's a comfortable green sofa and a wooden coffee table placed on a patterned rug near a large window allowing plenty of natural light. The room is adorned with plants, wall art, a small wooden cabinet, and various decorative items, giving it an inviting, cozy atmosphere.",2.008802891,857,TRUE,,2025-11-22T14:31:08.973872
INDOOR_Navigation_LivingRoom_HallwayEntrance_MAINSTSign.jpg,indoor,Gemini,"This bright and cozy living room features warm, glossy wooden floors and light-colored walls. A patterned rug defines a central seating area with a dark green sofa and a lighter armchair, complemented by several leafy green plants, rustic wooden furniture, and charming decorative elements like woven baskets and a ""Main St"" sign.",6.976546049,,TRUE,,2025-11-22T14:31:16.958203
INDOOR_Navigation_LivingRoom_HallwayEntrance_MAINSTSign.jpg,indoor,Claude,"This is a bright, airy living room with warm wooden hardwood floors and white walls. The space features a green sofa, a wooden armchair, and multiple houseplants, creating a cozy and natural feel. Large windows let in plenty of natural light, and the room is decorated with neutral tones, vintage-style furniture, and a blue and white area rug, giving it a welcoming and comfortable farmhouse-inspired aesthetic.",2.915920019,,TRUE,,2025-11-22T15:02:08.466263
INDOOR_Navigation_LongHallway_AccessPoints_ModernDesign.jpg,indoor,GPT-4V,"The image shows a narrow, modern hallway with wooden flooring and smooth, light-colored walls. There are three recessed ceiling lights evenly spaced, providing a gentle illumination. To the left, a door with a sleek handle blends into the wall, while straight ahead, another door is visible at the end of the hallway.",2.721898079,1188,TRUE,,2025-11-22T14:31:23.827046
INDOOR_Navigation_LongHallway_AccessPoints_ModernDesign.jpg,indoor,Gemini,"This image shows a brightly lit, modern hallway with warm, light brown wooden flooring and smooth, light-colored walls. Recessed ceiling lights and an upward/downward-facing black wall sconce illuminate the minimalist space, which includes flush, unadorned doors on the left and straight ahead.",5.232703924,,TRUE,,2025-11-22T14:31:30.065658
INDOOR_Navigation_LongHallway_AccessPoints_ModernDesign.jpg,indoor,Claude,"This is an interior hallway with a minimalist, modern design. The walls are a light neutral color, and the floor is covered in warm-toned wooden planks that stretch the length of the hallway. Recessed ceiling lights provide soft illumination, and there are clean, white doors at the end of the corridor, with black-framed doorways and light switches visible on the walls.",3.278846264,,TRUE,,2025-11-22T15:02:12.767846
INDOOR_Navigation_OfficeLobby_HRSignage_GlassWalledHallway.jpg,indoor,GPT-4V,"The image shows a modern office hallway with wooden floors and glass-walled offices on the left side labelled ""Human Resources."" On the right, there is a seating area with two black armchairs, a small table, a lamp, and a plant against a wall that displays the name ""Sunrise Financial."" Ceiling lights hang above, giving the space a bright and open feel.",2.24302578,861,TRUE,,2025-11-22T14:31:36.829060
INDOOR_Navigation_OfficeLobby_HRSignage_GlassWalledHallway.jpg,indoor,Gemini,"This image shows a bright, modern office interior with gleaming light wooden floors. A long corridor lined with glass-paneled offices stretches into the background on the left, marked by a ""Human Resources"" sign on a wooden wall in the foreground. To the right, a welcoming waiting area features dark, contemporary armchairs, a low wooden cabinet, and a large blue sign on a white wall proudly displaying ""SUNRISE FINANCIAL.""",5.628631115,,TRUE,,2025-11-22T14:31:43.460500
INDOOR_Navigation_OfficeLobby_HRSignage_GlassWalledHallway.jpg,indoor,Claude,"This image shows the interior of the Sunrise Financial office, featuring a modern, open workspace with a long hallway lined with glass and wooden partitions. The reception area has blue armchairs, pendant lights, and a clean, minimalist design with the company's logo displayed prominently on the white wall. The floor is made of warm-toned wooden planks, creating a welcoming and professional atmosphere.",2.902374983,,TRUE,,2025-11-22T15:02:16.687348
INDOOR_Navigation_SensoryPath_HospitalClinic_FloorDecals.jpg,indoor,GPT-4V,"This image shows a colorful and playful hallway designed for children, featuring various wall and floor activities. The floor is decorated with footprints and lily pads labeled with words like ""LEAP"" and ""JUMP"", guiding movement through the space. Bright colors and interactive elements such as handprints on the wall and a wave pattern aim to engage children in a fun and dynamic way.",2.410522699,860,TRUE,,2025-11-22T14:31:49.934112
INDOOR_Navigation_SensoryPath_HospitalClinic_FloorDecals.jpg,indoor,Gemini,"This is a brightly lit, cheerful hallway, likely in a children's facility, designed with interactive elements to encourage movement and play. A colorful ""sensory path"" on the floor features decals like yellow paw prints, green lily pads, brown logs, and teal footprints, labeled with actions like ""LEAP"" and ""JUMP."" The cream-colored walls are adorned with large pink handprints, arrows, and stars, alongside interactive panels, including a liquid-filled display and a section with metallic disks.",3.719105005,,TRUE,,2025-11-22T14:31:54.660351
INDOOR_Navigation_SensoryPath_HospitalClinic_FloorDecals.jpg,indoor,Claude,"This is a colorful, playful hallway in what appears to be a children's learning environment or school. The floor is decorated with a path of yellow flower shapes, blue footprints, and the words ""LEAP"" and ""AWD"", creating a fun, interactive walkway with yellow, blue, and pink decorative elements like hand prints and stars on the walls. The hallway has blue-trimmed doorways, a blue and white artwork on the wall, and looks bright and engaging, designed to stimulate and guide young learners.",3.850895882,,TRUE,,2025-11-22T15:02:21.561526
INDOOR_Navigation_SlatPartition_GlassDoors_EntranceExit.jpg,indoor,GPT-4V,"The image shows a modern indoor space with light wooden flooring and a sleek black chair with a wavy design. In the background, there is a large glass door with black framing, leading to an outdoor area with red brick walls. Adjacent to the door is a vertical wooden slat partition, adding a stylish architectural element to the room.",2.392210245,1194,TRUE,,2025-11-22T14:59:33.954726
INDOOR_Navigation_SlatPartition_GlassDoors_EntranceExit.jpg,indoor,Gemini,"This modern interior features light wooden flooring and white walls, bathed in natural sunlight creating sharp shadows. On the left, a distinctively wavy black chair stands next to double glass doors that open to an exterior brick wall and glimpses of trees. To the right, a sleek room divider made of vertical wooden slats with dark accents provides a contemporary architectural element.",4.408565998,,TRUE,,2025-11-22T14:59:40.394900
INDOOR_Navigation_SlatPartition_GlassDoors_EntranceExit.jpg,indoor,Claude,"This is a minimalist interior space with a sleek, modern design. A black curved chair sits on a light wooden floor near large black-framed glass doors that lead to a brick wall, while a wooden slatted room divider with vertical panels stands to the right. A circular black and gold ceiling light fixture adds to the contemporary aesthetic of the room.",3.175109148,,TRUE,,2025-11-22T15:02:25.759296
OUTDOOR_EmptyParkingLot_Night_BlueStreetlights_HighContrast.png,outdoor,GPT-4V,"The image shows an empty parking lot at night brightly illuminated by a symmetrical row of tall streetlights, creating a sense of depth leading to a central vanishing point. The lot is marked with clean, bright yellow lines, and the surrounding area is shrouded in darkness, giving it a serene and slightly eerie atmosphere. Sparse leafless trees are visible in the background under the stark lighting.",2.559160233,524,TRUE,,2025-11-22T14:32:06.933809
OUTDOOR_EmptyParkingLot_Night_BlueStreetlights_HighContrast.png,outdoor,Gemini,"This is a nighttime photo of a large, empty asphalt parking lot, illuminated by rows of bright, blue-white streetlights. The lights cast long beams across the dark pavement, clearly showing the yellow parking lines that stretch into the distant darkness, flanked by bare trees.",3.740667105,,TRUE,,2025-11-22T14:32:11.681340
OUTDOOR_EmptyParkingLot_Night_BlueStreetlights_HighContrast.png,outdoor,Claude,"This image depicts an empty parking lot at night, illuminated by a row of bright, bluish-white LED street lamps that create a symmetrical line down the center. The parking spaces are marked with crisp yellow lines on a dark asphalt surface, and bare trees can be seen in the background, creating a sense of stillness and isolation under the stark, artificial lighting.",2.578968048,,TRUE,,2025-11-22T15:02:29.355940
OUTDOOR_Navigation_ResidentialEntrance_StairsAndRailing_HouseNumber.png,outdoor,GPT-4V,"This image shows the front of a house with gray siding and white trim, featuring a porch with a bright orange door. Wooden stairs with metal railings lead up to the entrance, and there's a small garden area with grass and patches of melting snow. The house is part of a row of similar homes, with another house visible with red and white siding.",2.654474974,857,TRUE,,2025-11-22T14:32:18.394473
OUTDOOR_Navigation_ResidentialEntrance_StairsAndRailing_HouseNumber.png,outdoor,Gemini,"This image captures a two-story grey house with a prominent wooden staircase and modern grey metal railings leading up to its front door, which is marked ""151."" To the left, a small patio with checkered pavers and a grey chair is visible, while a grassy lawn with patches of snow covers the ground to the right. In the background, parts of neighboring houses are visible under a clear blue sky, suggesting a residential street scene.",4.633161068,,TRUE,,2025-11-22T14:32:24.032890
OUTDOOR_Navigation_ResidentialEntrance_StairsAndRailing_HouseNumber.png,outdoor,Claude,"This image shows a two-story gray house with white trim, featuring a raised wooden deck and staircase with gray metal railings leading up to the front entrance. The house is situated on a corner with a paved patio area and a grassy yard that has some patches of snow, and there's a red-colored house partially visible in the background. The house is numbered 151 and has large windows with blinds, giving it a neat and well-maintained appearance.",3.79628706,,TRUE,,2025-11-22T14:32:28.848235
OUTDOOR_Navigation_StreetsideBikeRack_TrafficBarrier_UrbanStreet.png,outdoor,GPT-4V,"The image shows a designated bike parking area on the side of a street. There are numerous bicycles parked within a rectangular space that is outlined by yellow barriers. Cars are visible on the adjacent road, and there are buildings and shops lining the street.",1.819292784,325,TRUE,,2025-11-22T14:32:32.684531
OUTDOOR_Navigation_StreetsideBikeRack_TrafficBarrier_UrbanStreet.png,outdoor,Gemini,"This image captures a vibrant urban street scene, focusing on a dedicated bicycle parking area. About a dozen bicycles are neatly parked within a rectangular enclosure formed by tall, bright yellow poles, occupying what appears to be a former car parking space along the curb. To the left is a bustling sidewalk lined with storefronts, while traffic, including a white car in motion, flows on the street to the right.",4.267341852,,TRUE,,2025-11-22T14:32:37.956148
