filename,category,yolo_model,llm_model,approach_version,configuration,description,detection_latency,generation_latency,total_latency,num_objects_detected,objects_detected,avg_confidence,tokens_used,success,error,timestamp
tic_tac_toe-opp_move_2.png,gaming,yolov8n,gpt-3.5-turbo,2.5,YOLOv8N+gpt-3.5-turbo,Two airplanes are located at the bottom right and the center right of the image. The critical information is the presence of airplanes in these locations. There are no immediate concerns or safety-critical elements in the image. The user should be aware of the airplane locations for context.,0.09138083457946777,0.9098188877105713,1.0351459980010986,2,"[{'class': 'airplane', 'bbox': [1033.869873046875, 953.0177001953125, 1291.5137939453125, 1210.378173828125], 'confidence': 0.7860804796218872, 'h_position': 'right', 'v_position': 'bottom', 'position': 'right bottom', 'size': 'medium', 'area_ratio': 0.03473029621445123}, {'class': 'airplane', 'bbox': [1034.0941162109375, 552.1263427734375, 1292.560546875, 809.406982421875], 'confidence': 0.7774913311004639, 'h_position': 'right', 'v_position': 'center', 'position': 'right center', 'size': 'medium', 'area_ratio': 0.03483036224968678}]",0.7817859053611755,281,True,,2025-11-24T01:10:51.361971
tic_tac_toe-user_won.png,gaming,yolov8n,gpt-3.5-turbo,2.5,YOLOv8N+gpt-3.5-turbo,"There are two airplanes in the image: one at the bottom right and the other at the top right. The bottom right airplane has a confidence level of 0.76, indicating a higher likelihood of accurate detection compared to the airplane at the top right with a confidence level of 0.34.

Immediate Concerns: Be cautious about the presence of airplanes in the vicinity. Ensure that you are in a safe location away from any potential flight paths or runways.

Action: Stay aware of your surroundings and listen for any sounds indicating approaching or departing aircraft. Move to a safe location if necessary to avoid any potential risks associated with aircraft operations.",0.08685994148254395,1.1177310943603516,1.2462983131408691,2,"[{'class': 'airplane', 'bbox': [986.40380859375, 945.0059814453125, 1244.643798828125, 1204.228515625], 'confidence': 0.7632245421409607, 'h_position': 'right', 'v_position': 'bottom', 'position': 'right bottom', 'size': 'medium', 'area_ratio': 0.0372500539762104}, {'class': 'airplane', 'bbox': [989.0879516601562, 147.05142211914062, 1243.844482421875, 403.4549255371094], 'confidence': 0.3417273759841919, 'h_position': 'right', 'v_position': 'top', 'position': 'right top', 'size': 'medium', 'area_ratio': 0.03634795221491657}]",0.5524759590625763,355,True,,2025-11-24T01:10:53.111141
INDOOR_Navigation_AccessibilityRamp_EntryDoor_BrickFacade.jpg,indoor,yolov8n,gpt-3.5-turbo,2.5,YOLOv8N+gpt-3.5-turbo,There is a dining table located at the center bottom of the image. No other objects were detected. The immediate concern is that there are no obstacles or safety-critical elements identified in the scene. The user should be aware of the presence of the dining table and its location. No further actions are needed based on the information provided.,0.06698989868164062,0.7995257377624512,0.9192631244659424,1,"[{'class': 'dining table', 'bbox': [169.29443359375, 386.1349182128906, 866.6988525390625, 658.390380859375], 'confidence': 0.31138989329338074, 'h_position': 'center', 'v_position': 'bottom', 'position': 'center bottom', 'size': 'large', 'area_ratio': 0.27187980584734694}]",0.31138989329338074,281,True,,2025-11-24T01:10:54.533813
INDOOR_Navigation_ArchwayEntrance_Staircase_Wayfinding.jpg,indoor,yolov8n,gpt-3.5-turbo,2.5,YOLOv8N+gpt-3.5-turbo,"There is a chair located towards the left center and a potted plant in the center. There are no immediate safety concerns or critical elements in the scene. The user can navigate around the chair and plant, ensuring there are no obstacles in their path.",0.0642402172088623,1.0469398498535156,1.1390948295593262,2,"[{'class': 'potted plant', 'bbox': [441.01055908203125, 335.32684326171875, 564.8765869140625, 537.6636352539062], 'confidence': 0.4037816822528839, 'h_position': 'center', 'v_position': 'center', 'position': 'center center', 'size': 'medium', 'area_ratio': 0.028868770773148436}, {'class': 'chair', 'bbox': [155.68032836914062, 330.9881591796875, 355.26348876953125, 496.7057800292969], 'confidence': 0.3684866726398468, 'h_position': 'left', 'v_position': 'center', 'position': 'left center', 'size': 'medium', 'area_ratio': 0.038097264913184006}]",0.38613417744636536,279,True,,2025-11-24T01:10:56.178750
INDOOR_Navigation_BlindManWithCane_TactileSignage_Hallway.jpg,indoor,yolov8n,gpt-3.5-turbo,2.5,YOLOv8N+gpt-3.5-turbo,There is a person detected at the left center of the image with high confidence. The person is the only object in the scene. The critical information is the presence of the person at the left center. Be cautious while moving in that direction to avoid any potential collision or interaction with the person.,0.07395410537719727,0.6493062973022461,0.766387939453125,1,"[{'class': 'person', 'bbox': [147.7597198486328, 156.5712432861328, 322.73150634765625, 654.9375610351562], 'confidence': 0.9162881374359131, 'h_position': 'left', 'v_position': 'center', 'position': 'left center', 'size': 'large', 'area_ratio': 0.11146112012613506}]",0.9162881374359131,291,True,,2025-11-24T01:10:57.451677
INDOOR_Navigation_CurvingStaircase_FoyerAccess_HardwoodFloor.jpg,indoor,yolov8n,gpt-3.5-turbo,2.5,YOLOv8N+gpt-3.5-turbo,"In the image, there is a dining table at the bottom right. To the right of the table, there is a potted plant with high confidence and a vase slightly above it. The critical status is the presence of objects on the right side, and immediate concerns include potential obstacles from the objects. The user should be cautious of navigating around these objects to avoid collision or tripping.",0.05790114402770996,0.7804107666015625,0.8763511180877686,3,"[{'class': 'potted plant', 'bbox': [268.1683044433594, 53.48802947998047, 307.8519592285156, 107.12004852294922], 'confidence': 0.7860368490219116, 'h_position': 'right', 'v_position': 'center', 'position': 'right center', 'size': 'medium', 'area_ratio': 0.03694990370008681}, {'class': 'vase', 'bbox': [277.55126953125, 80.26394653320312, 298.65478515625, 106.99519348144531], 'confidence': 0.5611342191696167, 'h_position': 'right', 'v_position': 'center', 'position': 'right center', 'size': 'small', 'area_ratio': 0.009793807135687935}, {'class': 'dining table', 'bbox': [257.9530029296875, 95.33218383789062, 317.8228759765625, 179.27044677734375], 'confidence': 0.3049637973308563, 'h_position': 'right', 'v_position': 'bottom', 'position': 'right bottom', 'size': 'large', 'area_ratio': 0.08724605984157986}]",0.5507116218407949,320,True,,2025-11-24T01:10:58.834670
INDOOR_Navigation_ElevatorLobby_LongHallway_MarbleFlooring.jpg,indoor,yolov8n,gpt-3.5-turbo,2.5,YOLOv8N+gpt-3.5-turbo,"No objects detected in the image. The scene is empty. There are no obstacles, stairs, doors, or crosswalks. No critical information to act on.",0.07036185264587402,0.6059389114379883,0.7189528942108154,0,[],0.0,234,True,,2025-11-24T01:11:00.056417
INDOOR_Navigation_LivingRoom_HallwayEntrance_MAINSTSign.jpg,indoor,yolov8n,gpt-3.5-turbo,2.5,YOLOv8N+gpt-3.5-turbo,"The scene contains a couch in the center, two chairs at the bottom center, a bowl at the right center, and a dining table at the right bottom. Additionally, there are five potted plants located at various positions. The most critical element is the presence of chairs and the dining table, which may pose obstacles. Be cautious when navigating around these objects to avoid tripping or bumping into them.",0.06599187850952148,1.336940050125122,1.4449090957641602,10,"[{'class': 'potted plant', 'bbox': [0.0, 134.0194854736328, 81.81681823730469, 618.6444702148438], 'confidence': 0.6386146545410156, 'h_position': 'left', 'v_position': 'center', 'position': 'left center', 'size': 'large', 'area_ratio': 0.056692779675060624}, {'class': 'potted plant', 'bbox': [842.7056884765625, 308.25048828125, 954.9728393554688, 436.1898498535156], 'confidence': 0.637749969959259, 'h_position': 'right', 'v_position': 'center', 'position': 'right center', 'size': 'medium', 'area_ratio': 0.02053696309839475}, {'class': 'potted plant', 'bbox': [653.3632202148438, 407.92205810546875, 728.0521240234375, 478.3121032714844], 'confidence': 0.5871990323066711, 'h_position': 'right', 'v_position': 'center', 'position': 'right center', 'size': 'small', 'area_ratio': 0.007517036895975361}, {'class': 'potted plant', 'bbox': [537.4329833984375, 323.4385681152344, 592.7687377929688, 382.4081115722656], 'confidence': 0.5252938270568848, 'h_position': 'center', 'v_position': 'center', 'position': 'center center', 'size': 'small', 'area_ratio': 0.004665658554255875}, {'class': 'potted plant', 'bbox': [463.5401306152344, 351.1070251464844, 506.0000915527344, 388.60760498046875], 'confidence': 0.5234083533287048, 'h_position': 'center', 'v_position': 'center', 'position': 'center center', 'size': 'small', 'area_ratio': 0.002276653426632525}, {'class': 'chair', 'bbox': [431.7776794433594, 397.5873107910156, 554.9036865234375, 516.9779052734375], 'confidence': 0.5073100328445435, 'h_position': 'center', 'v_position': 'bottom', 'position': 'center bottom', 'size': 'medium', 'area_ratio': 0.02101838012739994}, {'class': 'couch', 'bbox': [419.26513671875, 382.0474548339844, 601.8836059570312, 514.9056396484375], 'confidence': 0.4376286268234253, 'h_position': 'center', 'v_position': 'center', 'position': 'center center', 'size': 'medium', 'area_ratio': 0.03469064190307439}, {'class': 'bowl', 'bbox': [915.7205200195312, 413.26678466796875, 1008.8521728515625, 447.05389404296875], 'confidence': 0.4267084300518036, 'h_position': 'right', 'v_position': 'center', 'position': 'right center', 'size': 'small', 'area_ratio': 0.004499121256838082}, {'class': 'chair', 'bbox': [422.42791748046875, 403.6326599121094, 507.86932373046875, 516.1464233398438], 'confidence': 0.34474968910217285, 'h_position': 'center', 'v_position': 'bottom', 'position': 'center bottom', 'size': 'medium', 'area_ratio': 0.013745273014811436}, {'class': 'dining table', 'bbox': [803.5980834960938, 425.83172607421875, 1023.607421875, 667.1053466796875], 'confidence': 0.2518361806869507, 'h_position': 'right', 'v_position': 'bottom', 'position': 'right bottom', 'size': 'large', 'area_ratio': 0.07589799314082803}]",0.4880498796701431,400,True,,2025-11-24T01:11:02.009088
INDOOR_Navigation_LongHallway_AccessPoints_ModernDesign.jpg,indoor,yolov8n,gpt-3.5-turbo,2.5,YOLOv8N+gpt-3.5-turbo,No objects detected in the image. This is an empty scene with no discernible elements. No critical information or immediate concerns present.,0.1270737648010254,0.6594717502593994,0.8286521434783936,0,[],0.0,227,True,,2025-11-24T01:11:03.344021
INDOOR_Navigation_OfficeLobby_HRSignage_GlassWalledHallway.jpg,indoor,yolov8n,gpt-3.5-turbo,2.5,YOLOv8N+gpt-3.5-turbo,"The scene contains a chair at the right center, two couches at the right center, a potted plant at the center, and a vase at the center. The critical information is the presence of furniture objects. There are no immediate threats or obstacles. The user should be cautious of the furniture layout when navigating the area to avoid collisions.",0.06340885162353516,1.0523922443389893,1.160142183303833,5,"[{'class': 'potted plant', 'bbox': [431.41717529296875, 286.51763916015625, 479.2334899902344, 342.0024108886719], 'confidence': 0.6935424208641052, 'h_position': 'center', 'v_position': 'center', 'position': 'center center', 'size': 'small', 'area_ratio': 0.005976691790518051}, {'class': 'couch', 'bbox': [637.477783203125, 314.8633728027344, 744.3863525390625, 406.2138671875], 'confidence': 0.5469403862953186, 'h_position': 'right', 'v_position': 'center', 'position': 'right center', 'size': 'medium', 'area_ratio': 0.02200059109768103}, {'class': 'couch', 'bbox': [536.8614501953125, 316.1640319824219, 638.6561889648438, 394.227294921875], 'confidence': 0.2715969383716583, 'h_position': 'right', 'v_position': 'center', 'position': 'right center', 'size': 'medium', 'area_ratio': 0.017901234698268095}, {'class': 'chair', 'bbox': [637.3109130859375, 315.3002014160156, 743.1759033203125, 406.5893859863281], 'confidence': 0.26749348640441895, 'h_position': 'right', 'v_position': 'center', 'position': 'right center', 'size': 'medium', 'area_ratio': 0.021771214275074117}, {'class': 'vase', 'bbox': [435.26226806640625, 319.362060546875, 464.3829040527344, 341.9809265136719], 'confidence': 0.25797539949417114, 'h_position': 'center', 'v_position': 'center', 'position': 'center center', 'size': 'small', 'area_ratio': 0.0014838248388165008}]",0.40750972628593446,336,True,,2025-11-24T01:11:05.010129
INDOOR_Navigation_SensoryPath_HospitalClinic_FloorDecals.jpg,indoor,yolov8n,gpt-3.5-turbo,2.5,YOLOv8N+gpt-3.5-turbo,"No objects detected in the image. The scene is empty. No obstacles, stairs, doors, or crosswalks are present. No critical information to act on.",0.08688998222351074,0.553386926651001,0.6752150058746338,0,[],0.0,234,True,,2025-11-24T01:11:06.191977
INDOOR_Navigation_SlatPartition_GlassDoors_EntranceExit.jpg,indoor,yolov8n,gpt-3.5-turbo,2.5,YOLOv8N+gpt-3.5-turbo,"In the image, there is one chair located at the bottom left. The chair is the only detected object. There are no immediate safety concerns or obstacles in the scene. The user should be aware of the chair's presence at the bottom left and can navigate accordingly.",0.08375120162963867,0.6670680046081543,0.7916128635406494,1,"[{'class': 'chair', 'bbox': [263.1486511230469, 1647.376220703125, 662.5830078125, 2224.50439453125], 'confidence': 0.8116644620895386, 'h_position': 'left', 'v_position': 'bottom', 'position': 'left bottom', 'size': 'medium', 'area_ratio': 0.04170372165628256}]",0.8116644620895386,267,True,,2025-11-24T01:11:07.490960
OUTDOOR_EmptyParkingLot_Night_BlueStreetlights_HighContrast.png,outdoor,yolov8n,gpt-3.5-turbo,2.5,YOLOv8N+gpt-3.5-turbo,No objects are detected in the image. There are no spatial relationships or safety-critical elements to describe. The scene appears empty. No actions are needed based on the information provided in the image.,0.055261850357055664,0.6643950939178467,0.7576887607574463,0,[],0.0,240,True,,2025-11-24T01:11:08.754424
OUTDOOR_Navigation_ResidentialEntrance_StairsAndRailing_HouseNumber.png,outdoor,yolov8n,gpt-3.5-turbo,2.5,YOLOv8N+gpt-3.5-turbo,"There is a bench at the left bottom and a chair next to it. The bench is the main object, and the chair is slightly to the right of it. No safety-critical elements or obstacles are detected. The user can sit on the bench or chair but should be cautious of any surrounding objects not detected in the image.",0.08136177062988281,0.99009108543396,1.1167118549346924,2,"[{'class': 'bench', 'bbox': [0.22417068481445312, 376.102294921875, 84.37284088134766, 510.97686767578125], 'confidence': 0.5059234499931335, 'h_position': 'left', 'v_position': 'bottom', 'position': 'left bottom', 'size': 'medium', 'area_ratio': 0.02360548174916805}, {'class': 'chair', 'bbox': [1.1146926879882812, 379.0343322753906, 83.84732818603516, 509.1066589355469], 'confidence': 0.35238510370254517, 'h_position': 'left', 'v_position': 'bottom', 'position': 'left bottom', 'size': 'medium', 'area_ratio': 0.022381918807196338}]",0.42915427684783936,293,True,,2025-11-24T01:11:10.376781
OUTDOOR_Navigation_StreetsideBikeRack_TrafficBarrier_UrbanStreet.png,outdoor,yolov8n,gpt-3.5-turbo,2.5,YOLOv8N+gpt-3.5-turbo,"In the scene, there are 3 bicycles located at the center, left center, and left center. Additionally, there are 4 cars positioned at right center, center top, center top, and left top. Two people are detected at right top and left top.

Critical elements to note:
- A bicycle at the center is a safety concern with a confidence of 0.86.
- The car at right center poses a potential risk with a confidence of 0.85.
- Be cautious of the car at center top with a confidence of 0.53.
- Pay attention to the person at right top with a confidence of 0.46.
- Two bicycles at left center and left center, and cars at center top and left top, have lower confidence levels but should still be noted.

Immediate action:
- Proceed cautiously due to the high-confidence bicycle and car in the scene.
- Stay alert to the presence of multiple bicycles and cars around you for safety.",0.06701183319091797,2.5699760913848877,2.668828010559082,9,"[{'class': 'bicycle', 'bbox': [89.28802490234375, 105.26509094238281, 263.5728454589844, 239.11570739746094], 'confidence': 0.8629166483879089, 'h_position': 'center', 'v_position': 'center', 'position': 'center center', 'size': 'large', 'area_ratio': 0.19440109049479168}, {'class': 'car', 'bbox': [230.4949951171875, 61.375911712646484, 386.8431701660156, 140.5224151611328], 'confidence': 0.854091227054596, 'h_position': 'right', 'v_position': 'center', 'position': 'right center', 'size': 'large', 'area_ratio': 0.1031200927734375}, {'class': 'car', 'bbox': [162.9602813720703, 51.56147003173828, 224.88197326660156, 96.34730529785156], 'confidence': 0.530455470085144, 'h_position': 'center', 'v_position': 'top', 'position': 'center top', 'size': 'medium', 'area_ratio': 0.02311012166341146}, {'class': 'person', 'bbox': [310.8668212890625, 50.49734115600586, 322.390625, 65.42569732666016], 'confidence': 0.4592961072921753, 'h_position': 'right', 'v_position': 'top', 'position': 'right top', 'size': 'small', 'area_ratio': 0.0014335954030354817}, {'class': 'bicycle', 'bbox': [40.58977127075195, 108.25176239013672, 195.0932159423828, 214.60948181152344], 'confidence': 0.43645015358924866, 'h_position': 'left', 'v_position': 'center', 'position': 'left center', 'size': 'large', 'area_ratio': 0.136938623046875}, {'class': 'bicycle', 'bbox': [59.790306091308594, 87.04087829589844, 147.68592834472656, 130.0102081298828], 'confidence': 0.3990585505962372, 'h_position': 'left', 'v_position': 'center', 'position': 'left center', 'size': 'medium', 'area_ratio': 0.031473465983072914}, {'class': 'car', 'bbox': [146.186767578125, 50.15510940551758, 166.27630615234375, 63.67893600463867], 'confidence': 0.38008275628089905, 'h_position': 'center', 'v_position': 'top', 'position': 'center top', 'size': 'small', 'area_ratio': 0.002264061991373698}, {'class': 'car', 'bbox': [71.0496597290039, 48.596275329589844, 118.16056060791016, 83.50758361816406], 'confidence': 0.36970239877700806, 'h_position': 'left', 'v_position': 'top', 'position': 'left top', 'size': 'medium', 'area_ratio': 0.013705859375}, {'class': 'person', 'bbox': [34.85640335083008, 47.97874450683594, 44.917293548583984, 87.17361450195312], 'confidence': 0.33095869421958923, 'h_position': 'left', 'v_position': 'top', 'position': 'left top', 'size': 'small', 'area_ratio': 0.003286127471923828}]",0.5136680006980896,622,True,,2025-11-24T01:11:13.552214
OUTDOOR_CityCrosswalk_OverheadView_CrowdCrossing_Taxis.jpg,outdoor,yolov8n,gpt-3.5-turbo,2.5,YOLOv8N+gpt-3.5-turbo,"There is a cell phone detected at the center top of the image. There are no other objects detected in the scene. Since there are no critical safety elements or obstacles detected, the user can move freely without any immediate concerns.",0.0771341323852539,0.5625579357147217,0.7202539443969727,1,"[{'class': 'cell phone', 'bbox': [225.08631896972656, 0.20519627630710602, 265.8534240722656, 53.006290435791016], 'confidence': 0.28598153591156006, 'h_position': 'center', 'v_position': 'top', 'position': 'center top', 'size': 'small', 'area_ratio': 0.007662821463121377}]",0.28598153591156006,260,True,,2025-11-24T01:11:14.775729
