filename,category,model,configuration,success,description,latency,total_latency,device,error,timestamp
OUTDOOR_Navigation_ResidentialEntrance_StairsAndRailing_HouseNumber.png,outdoor,blip2,blip2,True,Describe what a blind person needs to know to navigate or make decisions. Describe what a blind person needs to know to navigate or make decisions. Describe what a blind person needs to know to navigate or make decisions.,33.495688915252686,33.495688915252686,MPS (Metal),,2025-11-23T16:28:41.916202
OUTDOOR_Navigation_StreetsideBikeRack_TrafficBarrier_UrbanStreet.png,outdoor,blip2,blip2,True,"Describe the image in detail, focusing on what a blind person needs to know to navigate or make decisions. Describe the image in detail, focusing on what a blind person needs to know to navigate or make decisions.",49.34962701797485,49.34962701797485,MPS (Metal),,2025-11-23T16:29:15.987203
OUTDOOR_CityCrosswalk_OverheadView_CrowdCrossing_Taxis.jpg,outdoor,blip2,blip2,True,сообщение о различных технологиях,44.387420892715454,44.387420892715454,MPS (Metal),,2025-11-23T16:30:05.884718
OUTDOOR_CrowdedStreetMarket_ClothingVendors_UrbanSetting_Daylight.jpg,outdoor,blip2,blip2,True,"Describe this image in detail, focusing on what a blind person needs to know to navigate or make decisions.",24.885669708251953,24.885669708251953,MPS (Metal),,2025-11-23T16:30:50.859962
OUTDOOR_Navigation_ComplexIntersection_BikeLane_PedestrianCrossing.jpg,outdoor,blip2,blip2,True,"For example, what is the name of the street, what is the name of the intersection, what is the name of the road, what is the name of the road, what is the name of the street, what is",19.106194972991943,19.106194972991943,MPS (Metal),,2025-11-23T16:31:16.307640
OUTDOOR_Navigation_ConcreteSidewalk_UtilityPoles_ResidentialStreet.jpg,outdoor,blip2,blip2,True,"Describe the image in detail, focusing on what a blind person needs to know to navigate or make decisions. Describe the image in detail, focusing on what a blind person needs to know to navigate or make decisions.",36.873509883880615,36.873509883880615,MPS (Metal),,2025-11-23T16:31:35.958577
OUTDOOR_Navigation_ModularAccessibilityRamp_Stairs_CommercialBuilding.jpg,outdoor,blip2,blip2,True,"Describe the image in detail, focusing on what a blind person needs to know to navigate or make decisions. Describe the image in detail, focusing on what a blind person needs to know to navigate or make decisions.",36.62334203720093,36.62334203720093,MPS (Metal),,2025-11-23T16:32:13.408407
OUTDOOR_Navigation_PedestrianCrosswalk_SuburbanStreet_PersonCrossing.jpg,outdoor,blip2,blip2,True,"Describe the image in detail, focusing on what a blind person needs to know to navigate or make decisions. Describe the image in detail, focusing on what a blind person needs to know to navigate or make decisions.",37.89916491508484,37.89916491508484,MPS (Metal),,2025-11-23T16:32:50.607092
OUTDOOR_Navigation_StonePatio_CurvedStairs_MultiLevelAccess.jpg,outdoor,blip2,blip2,True,"Describe this image in detail, focusing on what a blind person needs to know to navigate or make decisions. Describe this image in detail, focusing on what a blind person needs to know to navigate or make decisions.",37.711267709732056,37.711267709732056,MPS (Metal),,2025-11-23T16:33:29.092181
TEXT_AccessRules_PoolGateSign_RegulatoryText_ApartmentComplex.jpg,text,blip2,blip2,True,,14.802978038787842,14.802978038787842,MPS (Metal),,2025-11-23T16:34:07.352036
TEXT_CarDashboard_InstrumentCluster_WarningLights_ActiveDisplay.jpg,text,blip2,blip2,True,сообщение фото иллюстрации,34.754058837890625,34.754058837890625,MPS (Metal),,2025-11-23T16:34:22.756897
TEXT_ChalkboardMenu_HandwrittenCoffeePrices_CafeDrinks.jpg,text,blip2,blip2,True,"Describe the image in detail, focusing on what a blind person needs to know to navigate or make decisions. Describe the image in detail, focusing on what a blind person needs to know to navigate or make decisions.",48.160621881484985,48.160621881484985,MPS (Metal),,2025-11-23T16:34:58.090424
TEXT_MenuBoard_RestaurantPricing_MultipleSections_MountedSign.jpg,text,blip2,blip2,True,"For example, what is the name of the restaurant? What is the name of the menu? What is the name of the food? What is the name of the drink? What is the name of the drink? What is",48.54362416267395,48.54362416267395,MPS (Metal),,2025-11-23T16:35:46.878852
TEXT_Navigation_SupermarketEntrance_KrogerFacade_WayfindingSign.jpg,text,blip2,blip2,True,,33.513673067092896,33.513673067092896,MPS (Metal),,2025-11-23T16:36:36.019995
TEXT_OpenBook_PrintedParagraphs_YellowedPaper_SpineCurvature.jpg,text,blip2,blip2,True,"Describe the image in detail, focusing on what a blind person needs to know to navigate or make decisions.",44.699599742889404,44.699599742889404,MPS (Metal),,2025-11-23T16:37:10.073875
TEXT_RetailShelf_CandyBarProducts_PricingLabels_DenseDisplay.jpg,text,blip2,blip2,True,,21.245847940444946,21.245847940444946,MPS (Metal),,2025-11-23T16:37:55.488630
TEXT_TimesSquare_DigitalBillboards_Night_AdvertisingDensity.jpg,text,blip2,blip2,True,"For example, what is the name of the restaurant? What is the name of the street? What is the name of the street? What is the name of the restaurant? What is the name of the street? What is",27.743010759353638,27.743010759353638,MPS (Metal),,2025-11-23T16:38:17.353672
TEXT_WeatheredWarningSign_NoParking_Roadside_FadingPrint.jpg,text,blip2,blip2,True,"Describe this image in detail, focusing on what a blind person needs to know to navigate or make decisions. Describe this image in detail, focusing on what a blind person needs to know to navigate or make decisions.",45.58761405944824,45.58761405944824,MPS (Metal),,2025-11-23T16:38:45.638114
TEXT_WoodenCrate_StencilText_BAKERAndCo_VintageCocoa.jpg,text,blip2,blip2,True,"This is a great example of how to describe an image in detail, focusing on what a blind person needs to know to navigate or make decisions. This is a great example of how to describe an image in detail, focusing on",44.45607781410217,44.45607781410217,MPS (Metal),,2025-11-23T16:39:31.797979
